[0/1] Planning build
Building for debugging...
[0/12] Write swift-version--58304C5D6DBC2206.txt
[68/119] Compiling ForgeConductorCore RuntimeJobRepository.swift
[69/119] Compiling ForgeConductorCore RuntimeObservability.swift
[70/119] Compiling ForgeConductorCore RuntimeProcessSupervisor.swift
[71/119] Compiling ForgeConductorCore SQLiteStore.swift
[72/119] Compiling ForgeConductorCore MCPServeVerifier.swift
[73/119] Emitting module ForgeConductorCore
[74/119] Compiling ForgeConductorCore ProjectMemoryService.swift
[75/119] Compiling ForgeConductorCore ProjectRunCoordinator.swift
[76/119] Compiling ForgeConductorCore RuntimeJobSubsystem.swift
[77/119] Compiling ForgeConductorCore ToolAuthorizationService.swift
[78/119] Compiling ForgeConductorCore ToolDefinitionCatalog.swift
[79/119] Compiling ForgeConductorCore ToolInvocationBroker.swift
[80/119] Compiling ForgeConductorCore ToolRouter.swift
[81/119] Compiling ForgeConductorCore AgentToolPack.swift
[82/119] Compiling ForgeConductorCore OperationalRoutes.swift
[83/119] Compiling ForgeConductorCore TelemetryRoutes.swift
[84/119] Compiling ForgeConductorCore AppConfig.swift
[85/119] Compiling ForgeConductorCore AutonomyModels.swift
[86/119] Compiling ForgeConductorCore ContextBudgetModels.swift
[87/119] Compiling ForgeConductorCore ContinuityModels.swift
[88/119] Compiling ForgeConductorCore ContinuityV2Models.swift
[89/119] Compiling ForgeConductorCore DoctorModels.swift
[90/119] Compiling ForgeConductorCore AgentCatalog.swift
[91/119] Compiling ForgeConductorCore AgentSessionService.swift
[92/119] Compiling ForgeConductorCore AutonomySupervisor.swift
[93/119] Compiling ForgeConductorCore ContextBudgetSupervisor.swift
[94/119] Compiling ForgeConductorCore ContextContinuityService.swift
[95/119] Compiling ForgeConductorCore ContinuityAutomation.swift
[96/119] Compiling ForgeConductorCore ContinuityCoordinator.swift
[97/119] Compiling ForgeConductorCore ExecutionJobService.swift
[98/119] Compiling ForgeConductorCore CPUCollector.swift
[99/119] Compiling ForgeConductorCore CPUFrequencyEstimator.swift
[100/119] Compiling ForgeConductorCore DiskIOCollector.swift
[101/119] Compiling ForgeConductorCore DiskVolumeCollector.swift
[102/119] Compiling ForgeConductorCore GPUCollector.swift
[103/119] Compiling ForgeConductorCore IOKitPropertyWalk.swift
[104/119] Compiling ForgeConductorCore PowerSourcesCollector.swift
[105/119] Compiling ForgeConductorCore ConfigStore.swift
[106/119] Compiling ForgeConductorCore DashboardPortGuard.swift
[107/119] Compiling ForgeConductorCore DiagnosticLog.swift
[108/119] Compiling ForgeConductorCore PDFWriter.swift
[109/119] Compiling ForgeConductorCore ProcessRunner.swift
[110/119] Compiling ForgeConductorCore ProjectControlPlaneRepository.swift
[111/119] Compiling ForgeConductorCore ProjectMemoryRepository.swift
[112/121] Compiling ForgeNativeSessionHostPlugin ForgeNativeSessionHostPlugin.swift
[113/121] Emitting module ForgeNativeSessionHostPlugin
[114/157] Compiling ForgeConductorCLI ForgeConductorMain.swift
[115/157] Emitting module ForgeConductorCLI
[115/157] Write Objects.LinkFileList
[117/157] Compiling ForgeConductorApp AppDeployController.swift
[118/157] Compiling ForgeConductorApp AppModel.swift
[119/157] Compiling ForgeConductorApp AppTelemetryBinding.swift
[120/157] Emitting module ForgeConductorApp
[120/159] Linking forge-conductor
[121/159] Applying forge-conductor
[123/201] Compiling ForgeConductorTests CoreTests.swift
[124/201] Compiling ForgeConductorTests DashboardSecurityTests.swift
[125/201] Compiling ForgeConductorTests DashboardTests.swift
[126/201] Compiling ForgeConductorTests ForgeProcessEntryTests.swift
[127/201] Compiling ForgeConductorTests ManagedModelProviderBridgeTests.swift
[128/201] Compiling ForgeConductorTests ManagedProjectRunStepExecutorTests.swift
[129/201] Compiling ForgeConductorTests ManagedContinuityWorkerTests.swift
[130/201] Compiling ForgeConductorTests AppConfigAndDoctorTests.swift
[131/201] Emitting module ForgeConductorTests
[135/204] Compiling ForgeConductorTests NativeTelemetryTests.swift
[136/204] Compiling ForgeConductorTests ProcessRunnerTests.swift
[137/204] Compiling ForgeConductorTests ProductPathReliabilityTests.swift
[138/204] Compiling ForgeConductorTests ProjectControlPlaneRepositoryTests.swift
[139/204] Compiling ForgeConductorTests ProjectMemoryTests.swift
[140/204] Compiling ForgeConductorTests RigParityTests.swift
[141/204] Compiling ForgeConductorTests LMStudioConnectorReliabilityTests.swift
[142/204] Compiling ForgeConductorTests ProjectContextIntegrationTests.swift
[143/204] Compiling ForgeConductorTests LatestValueMailboxTests.swift
[144/204] Compiling ForgeConductorTests G1G10AcceptanceTests.swift
[145/204] Compiling ForgeConductorTests HTTPTestHelpers.swift
[146/204] Compiling ForgeConductorTests ManagerTests.swift
[147/204] Compiling ForgeConductorTests LMStudioContractFixtureServer.swift
[148/204] Compiling ForgeConductorTests LMStudioContractFixtureTests.swift
[149/204] Compiling ForgeConductorTests TelemetryContractTests.swift
[150/204] Compiling ForgeConductorTests ToolDefinitionCatalogTests.swift
[151/204] Compiling ForgeConductorTests resource_bundle_accessor.swift
[152/204] Compiling ForgeConductorTests NativeAppSmokeTests.swift
[153/204] Compiling ForgeConductorTests NativeSessionHostPluginTests.swift
[154/204] Compiling ForgeConductorTests RealtimeStreamTests.swift
[155/204] Compiling ForgeConductorTests RuntimeExecutionJobTests.swift
[156/204] Compiling ForgeConductorTests RuntimeObservabilityTests.swift
[159/204] Compiling ForgeConductorTests MachHostMetricsTests.swift
[160/204] Compiling ForgeConductorTests ManagedAutonomyRuntimeTests.swift
[161/204] Compiling ForgeConductorTests ReleaseStressTests.swift
[162/204] Compiling ForgeConductorTests ResourcePolicyTests.swift
[164/204] Compiling ForgeConductorTests MemoryToolTests.swift
[164/204] Write Objects.LinkFileList
[174/204] Linking forge-conductor-app
[175/204] Applying forge-conductor-app
[180/204] Compiling ForgeConductorTests LifecycleOwnershipTests.swift
[181/204] Compiling ForgeConductorTests LiveCollectorEvidenceTests.swift
[182/204] Compiling ForgeConductorTests MCPProtocolAndDiagnosticsTests.swift
[184/204] Compiling ForgeConductorTests AutonomousContinuityAcceptanceTests.swift
[185/204] Compiling ForgeConductorTests AutonomySupervisorTests.swift
[186/204] Compiling ForgeConductorTests ContextBudgetSupervisorTests.swift
[187/204] Compiling ForgeConductorTests ContinuityCoordinatorTests.swift
[188/204] Compiling ForgeConductorTests ContinuityTests.swift
[189/204] Compiling ForgeConductorTests ContinuityV2Tests.swift
[203/206] Emitting module ForgeConductorPackageTests
[204/206] Compiling ForgeConductorPackageTests runner.swift
[204/206] Write Objects.LinkFileList
[205/206] Linking ForgeConductorPackageTests
Build complete! (10.74s)
