[0/1] Planning build
Building for debugging...
[0/21] Write swift-version--58304C5D6DBC2206.txt
[112/150] Compiling ForgeConductorCore HostAdapterRegistry.swift
[113/150] Compiling ForgeConductorCore JSONSupport.swift
[114/150] Compiling ForgeConductorCore LMStudioConnector.swift
[115/150] Compiling ForgeConductorCore ManagedModelProvider.swift
[116/150] Compiling ForgeConductorCore ManagerModels.swift
[117/150] Compiling ForgeConductorCore Models.swift
[118/150] Compiling ForgeConductorCore AgentCatalog.swift
[119/150] Compiling ForgeConductorCore AgentSessionService.swift
[120/150] Compiling ForgeConductorCore AutonomySupervisor.swift
[121/150] Compiling ForgeConductorCore ContextBudgetSupervisor.swift
[122/150] Compiling ForgeConductorCore ContextContinuityService.swift
[123/150] Compiling ForgeConductorCore ContinuityAutomation.swift
[124/150] Compiling ForgeConductorCore ContinuityCoordinator.swift
[125/150] Compiling ForgeConductorCore ExecutionJobService.swift
[126/150] Emitting module ForgeConductorCore
[127/150] Compiling ForgeConductorCore ResourcePolicy.swift
[128/150] Compiling ForgeConductorCore RuntimeJobRepository.swift
[129/150] Compiling ForgeConductorCore RuntimeObservability.swift
[130/150] Compiling ForgeConductorCore RuntimeProcessSupervisor.swift
[131/150] Compiling ForgeConductorCore SQLiteStore.swift
[132/150] Compiling ForgeConductorCore SecureFilesystemQualificationHealthSession.swift
[133/150] Compiling ForgeConductorCore SecureFilesystemRecoveryLedger.swift
[134/150] Compiling ForgeConductorCore SecureFilesystemService.swift
[135/150] Compiling ForgeConductorCore DiagnosticLog.swift
[136/150] Compiling ForgeConductorCore FilesystemQuarantineLedger.swift
[137/150] Compiling ForgeConductorCore OwnerOnlyAtomicFile.swift
[138/150] Compiling ForgeConductorCore PDFWriter.swift
[139/150] Compiling ForgeConductorCore ProcessRunner.swift
[140/150] Compiling ForgeConductorCore ProjectControlPlaneRepository.swift
[141/150] Compiling ForgeConductorCore ProjectMemoryRepository.swift
[142/150] Compiling ForgeConductorCore ResourceBundle.swift
[143/152] Compiling ForgeNativeSessionHostPlugin ForgeNativeSessionHostPlugin.swift
[144/152] Emitting module ForgeNativeSessionHostPlugin
[145/188] Compiling ForgeConductorApp AgentsView.swift
[146/188] Compiling ForgeConductorApp AppSidebarView.swift
[147/190] Emitting module ForgeConductorCLI
[148/190] Compiling ForgeConductorCLI ForgeConductorMain.swift
[149/190] Compiling ForgeConductorApp MetalGaugeResources.swift
[150/190] Compiling ForgeConductorApp MetalLoadChart.swift
[151/190] Compiling ForgeConductorApp MetalMeterView.swift
[152/190] Compiling ForgeConductorApp ProjectsViewModel.swift
[153/190] Compiling ForgeConductorApp ProviderViewModel.swift
[154/190] Compiling ForgeConductorApp RuntimesViewModel.swift
[154/190] Write Objects.LinkFileList
[156/190] Emitting module ForgeConductorApp
[157/190] Compiling ForgeConductorApp ForgeConductorApp.swift
[158/190] Compiling ForgeConductorApp LoadTraceRenderer.swift
[159/190] Compiling ForgeConductorApp MetalGaugeKit.swift
[160/190] Compiling ForgeConductorApp AppDeployController.swift
[161/190] Compiling ForgeConductorApp AppModel.swift
[162/190] Compiling ForgeConductorApp AppTelemetryBinding.swift
[163/190] Compiling ForgeConductorApp OperatorConsoleComponents.swift
[164/190] Compiling ForgeConductorApp ProjectsOperatorView.swift
[165/190] Compiling ForgeConductorApp LiveFeedView.swift
[166/190] Compiling ForgeConductorApp MCPServersView.swift
[167/190] Compiling ForgeConductorApp AutonomyOperatorView.swift
[168/190] Compiling ForgeConductorApp ContinuityOperatorView.swift
[169/190] Compiling ForgeConductorApp EvidenceOperatorView.swift
[170/190] Compiling ForgeConductorApp TelemetryDashboardView.swift
[171/190] Compiling ForgeConductorApp ToolsView.swift
[171/190] Linking forge-conductor
[172/190] Applying forge-conductor
[174/190] Compiling ForgeConductorApp MultiSeriesLoadRenderer.swift
[175/190] Compiling ForgeConductorApp OperatorConsoleModels.swift
[176/190] Compiling ForgeConductorApp OperatorManagerClient.swift
[177/190] Compiling ForgeConductorApp AutonomyViewModel.swift
[178/190] Compiling ForgeConductorApp ContinuityViewModel.swift
[179/190] Compiling ForgeConductorApp EvidenceViewModel.swift
[180/190] Compiling ForgeConductorApp ContentView.swift
[181/190] Compiling ForgeConductorApp DiagnosticsView.swift
[182/241] Compiling ForgeConductorTests ManagedAutonomyRuntimeTests.swift
[183/241] Compiling ForgeConductorTests ManagedContinuityWorkerTests.swift
[184/241] Compiling ForgeConductorTests MCPProtocolAndDiagnosticsTests.swift
[185/241] Compiling ForgeConductorTests MachHostMetricsTests.swift
[185/241] Write Objects.LinkFileList
[187/241] Emitting module ForgeConductorTests
[188/244] Compiling ForgeConductorTests ToolDefinitionCatalogTests.swift
[189/244] Compiling ForgeConductorTests ToolRouterDeadlineTests.swift
[190/244] Compiling ForgeConductorTests resource_bundle_accessor.swift
[191/244] Compiling ForgeConductorTests NativeAppSmokeTests.swift
[192/244] Compiling ForgeConductorTests NativeSessionHostPluginTests.swift
[193/244] Compiling ForgeConductorTests NativeTelemetryTests.swift
[194/244] Compiling ForgeConductorTests OwnerOnlyAtomicFileTests.swift
[194/244] Linking forge-conductor-app
[196/244] Compiling ForgeConductorTests ProcessRunnerTests.swift
[197/244] Compiling ForgeConductorTests ProductPathReliabilityTests.swift
[198/244] Compiling ForgeConductorTests ProjectContextIntegrationTests.swift
[199/244] Compiling ForgeConductorTests ProjectControlPlaneRepositoryTests.swift
[199/244] Applying forge-conductor-app
[201/244] Compiling ForgeConductorTests SecureFilesystemMutationTests.swift
[202/244] Compiling ForgeConductorTests SecureFilesystemQualificationHealthSessionTests.swift
[203/244] Compiling ForgeConductorTests TelemetryContractTests.swift
[204/244] Compiling ForgeConductorTests AppConfigAndDoctorTests.swift
[205/244] Compiling ForgeConductorTests AutonomousContinuityAcceptanceTests.swift
[206/244] Compiling ForgeConductorTests AutonomySupervisorTests.swift
[207/244] Compiling ForgeConductorTests CommittedResultRecoveryTests.swift
[208/244] Compiling ForgeConductorTests ProjectMemoryTests.swift
[209/244] Compiling ForgeConductorTests RealtimeStreamTests.swift
[210/244] Compiling ForgeConductorTests ReleaseStressTests.swift
[211/244] Compiling ForgeConductorTests ResourcePolicyTests.swift
[212/244] Compiling ForgeConductorTests LatestValueMailboxTests.swift
[213/244] Compiling ForgeConductorTests LegacyContinuityCancellationTests.swift
[214/244] Compiling ForgeConductorTests LifecycleOwnershipTests.swift
[215/244] Compiling ForgeConductorTests LiveCollectorEvidenceTests.swift
[216/244] Compiling ForgeConductorTests CoreTests.swift
[217/244] Compiling ForgeConductorTests DashboardSecurityTests.swift
[218/244] Compiling ForgeConductorTests DashboardTests.swift
[219/244] Compiling ForgeConductorTests DiagnosticBoundaryTests.swift
[220/244] Compiling ForgeConductorTests ManagedModelProviderBridgeTests.swift
[221/244] Compiling ForgeConductorTests ManagedProjectRunStepExecutorTests.swift
[222/244] Compiling ForgeConductorTests ManagerTests.swift
[223/244] Compiling ForgeConductorTests MemoryToolTests.swift
[224/244] Compiling ForgeConductorTests FilesystemCancellationTests.swift
[225/244] Compiling ForgeConductorTests ForgeFilesystemProtocolTests.swift
[226/244] Compiling ForgeConductorTests ForgeProcessEntryTests.swift
[227/244] Compiling ForgeConductorTests G1G10AcceptanceTests.swift
[228/244] Compiling ForgeConductorTests HTTPTestHelpers.swift
[229/244] Compiling ForgeConductorTests LMStudioConnectorReliabilityTests.swift
[230/244] Compiling ForgeConductorTests LMStudioContractFixtureServer.swift
[231/244] Compiling ForgeConductorTests LMStudioContractFixtureTests.swift
[236/244] Compiling ForgeConductorTests RigParityTests.swift
[237/244] Compiling ForgeConductorTests RuntimeExecutionJobTests.swift
[238/244] Compiling ForgeConductorTests RuntimeObservabilityTests.swift
[239/244] Compiling ForgeConductorTests ContextBudgetSupervisorTests.swift
[240/244] Compiling ForgeConductorTests ContinuityCoordinatorTests.swift
[241/244] Compiling ForgeConductorTests ContinuityTests.swift
[242/244] Compiling ForgeConductorTests ContinuityV2Tests.swift
[243/246] Emitting module ForgeConductorPackageTests
[244/246] Compiling ForgeConductorPackageTests runner.swift
[244/246] Write Objects.LinkFileList
[245/246] Linking ForgeConductorPackageTests
Build complete! (13.44s)
