[0/1] Planning build
Building for debugging...
[0/9] Write swift-version--58304C5D6DBC2206.txt
[59/91] Compiling ForgeConductorCore TelemetryService.swift
[60/91] Compiling ForgeConductorCore resource_bundle_accessor.swift
[61/91] Compiling ForgeConductorCore PowerSourcesCollector.swift
[62/91] Compiling ForgeConductorCore ProcessMetricsCollector.swift
[63/91] Compiling ForgeConductorCore RAMCollector.swift
[64/91] Compiling ForgeConductorCore ForgeCollector.swift
[65/91] Compiling ForgeConductorCore LMStudioDeployService.swift
[66/91] Compiling ForgeConductorCore AgentCatalog.swift
[67/91] Compiling ForgeConductorCore AgentSessionService.swift
[68/91] Compiling ForgeConductorCore ContextContinuityService.swift
[69/91] Compiling ForgeConductorCore ContinuityAutomation.swift
[70/91] Compiling ForgeConductorCore ContinuityCoordinator.swift
[71/91] Compiling ForgeConductorCore ForgeApp.swift
[72/91] Compiling ForgeConductorCore ConfigStore.swift
[73/91] Compiling ForgeConductorCore DashboardPortGuard.swift
[74/91] Compiling ForgeConductorCore DiagnosticLog.swift
[75/91] Compiling ForgeConductorCore PDFWriter.swift
[76/91] Compiling ForgeConductorCore ProcessRunner.swift
[77/91] Compiling ForgeConductorCore ProjectMemoryRepository.swift
[78/91] Compiling ForgeConductorCore ResourceBundle.swift
[79/91] Compiling ForgeConductorCore ResourcePolicy.swift
[80/91] Compiling ForgeConductorCore RuntimeObservability.swift
[81/91] Compiling ForgeConductorCore SQLiteStore.swift
[82/91] Compiling ForgeConductorCore MCPServeVerifier.swift
[83/91] Compiling ForgeConductorCore MCPServer.swift
[84/93] Compiling ForgeNativeSessionHostPlugin ForgeNativeSessionHostPlugin.swift
[85/93] Emitting module ForgeNativeSessionHostPlugin
[86/115] Compiling ForgeConductorCLI ForgeConductorMain.swift
[87/115] Emitting module ForgeConductorCLI
[87/115] Write Objects.LinkFileList
[88/115] Linking forge-conductor
[89/115] Applying forge-conductor
[91/144] Compiling ForgeConductorTests RigParityTests.swift
[92/144] Compiling ForgeConductorTests RuntimeObservabilityTests.swift
[93/146] Compiling ForgeConductorTests TelemetryContractTests.swift
[94/146] Compiling ForgeConductorTests resource_bundle_accessor.swift
[95/146] Compiling ForgeConductorTests ReleaseStressTests.swift
[96/146] Compiling ForgeConductorTests ResourcePolicyTests.swift
[97/146] Compiling ForgeConductorTests HTTPTestHelpers.swift
[98/146] Compiling ForgeConductorTests LMStudioConnectorReliabilityTests.swift
[99/146] Compiling ForgeConductorTests LatestValueMailboxTests.swift
[100/146] Compiling ForgeConductorTests LifecycleOwnershipTests.swift
[101/146] Compiling ForgeConductorTests ProjectMemoryTests.swift
[102/146] Compiling ForgeConductorTests RealtimeStreamTests.swift
[103/146] Compiling ForgeConductorTests CoreTests.swift
[104/146] Compiling ForgeConductorTests DashboardSecurityTests.swift
[105/146] Compiling ForgeConductorTests DashboardTests.swift
[106/146] Emitting module ForgeConductorTests
[107/146] Compiling ForgeConductorTests ForgeProcessEntryTests.swift
[108/146] Compiling ForgeConductorTests G1G10AcceptanceTests.swift
[109/146] Compiling ForgeConductorTests ProcessRunnerTests.swift
[110/146] Compiling ForgeConductorTests ProductPathReliabilityTests.swift
[111/146] Compiling ForgeConductorApp MCPServersView.swift
[114/147] Compiling ForgeConductorApp ToolsView.swift
[115/147] Compiling ForgeConductorApp DiagnosticsView.swift
[116/147] Compiling ForgeConductorTests AppConfigAndDoctorTests.swift
[117/147] Compiling ForgeConductorTests ContinuityCoordinatorTests.swift
[118/147] Compiling ForgeConductorApp LiveFeedView.swift
[121/147] Compiling ForgeConductorTests ContinuityTests.swift
[123/147] Compiling ForgeConductorApp TelemetryDashboardView.swift
[124/147] Compiling ForgeConductorApp ManagerSettingsView.swift
[125/147] Compiling ForgeConductorApp ContentView.swift
[126/147] Emitting module ForgeConductorApp
[127/147] Compiling ForgeConductorTests LiveCollectorEvidenceTests.swift
[128/147] Compiling ForgeConductorTests MCPProtocolAndDiagnosticsTests.swift
[129/147] Compiling ForgeConductorApp RigDashboardView.swift
[131/147] Write Objects.LinkFileList
[133/147] Compiling ForgeConductorTests MemoryToolTests.swift
[134/147] Compiling ForgeConductorTests NativeAppSmokeTests.swift
[135/147] Compiling ForgeConductorTests MachHostMetricsTests.swift
[136/147] Compiling ForgeConductorTests ManagerTests.swift
[139/147] Compiling ForgeConductorTests NativeSessionHostPluginTests.swift
[140/147] Compiling ForgeConductorTests NativeTelemetryTests.swift
[144/149] Emitting module ForgeConductorPackageTests
[145/149] Compiling ForgeConductorPackageTests runner.swift
[145/149] Write Objects.LinkFileList
[146/149] Linking forge-conductor-app
[147/149] Applying forge-conductor-app
[148/149] Linking ForgeConductorPackageTests
Build complete! (13.36s)
